work_year;experience_level;employment_type;job_title;salary_usd;employee_residence;remote_ratio;company_id;employment_status
2021;1;4;19;554908;51;100;99;1
2020;3;2;20;113667;53;100;10;4
2020;2;1;16;553660;26;100;8;3
2022;1;2;21;342560;44;0;94;4
2022;4;3;36;48192;52;50;58;4
2021;4;3;10;586555;30;0;70;4
2022;3;4;5;479435;10;50;7;1
2020;2;1;20;278629;36;50;22;4
2022;4;4;43;344432;37;100;66;4
2022;2;2;24;159668;16;100;51;3
2021;3;1;10;24692;10;50;99;1
2020;3;1;33;403535;40;0;89;4
2020;1;4;22;13262;53;100;28;3
2022;4;1;1;449351;4;0;18;2
2020;2;1;38;232665;48;0;17;4
2022;2;2;47;146712;6;50;43;2
2022;3;1;12;461651;32;50;90;4
2020;4;3;42;12304;30;0;75;2
2021;1;1;33;63636;38;0;12;4
2020;4;2;32;98373;9;100;43;3
2020;4;3;41;429812;24;100;21;2
2021;4;1;5;232378;3;50;22;1
2020;1;2;48;569221;11;100;54;4
2022;4;1;50;67794;13;100;53;1
2022;2;4;48;111948;9;100;67;2
2021;4;4;28;596834;26;50;71;4
2020;3;3;43;307240;54;50;87;1
2021;4;1;49;77320;49;100;47;4
2020;3;4;43;242506;28;50;80;3
2021;1;3;31;30183;43;0;95;1
2021;1;1;17;7929;35;100;58;1
2020;2;1;4;350692;32;100;28;1
2021;1;3;6;169759;18;50;70;3
2022;3;3;26;451874;41;100;40;4
2022;1;2;50;467219;50;50;26;2
2022;4;3;35;313327;1;100;41;3
2021;2;1;26;343010;11;50;5;3
2022;4;4;4;204293;3;50;70;1
2022;3;2;27;164435;40;0;20;4
2020;1;1;28;45999;37;100;58;3
2021;2;1;40;110564;30;0;8;3
2022;4;3;15;222121;56;100;56;2
2022;3;3;33;373331;4;0;46;1
2022;2;4;39;406404;31;0;84;1
2020;3;4;18;454308;47;0;8;3
2021;3;4;24;42261;38;0;32;3
2020;4;1;13;509976;21;100;55;1
2020;4;3;33;260567;37;50;88;2
2022;4;4;17;395701;38;50;80;3
2020;3;4;2;380192;41;0;67;1
2022;2;4;8;526459;32;0;32;1
2020;2;2;23;340576;1;50;43;3
2022;1;2;7;381585;5;100;95;4
2022;4;4;44;520941;5;0;91;3
2021;4;2;42;395755;9;100;11;3
2021;4;4;34;28734;3;0;16;4
2022;4;4;35;156275;11;50;49;1
2022;3;4;15;221934;19;0;59;3
2020;1;1;38;265232;34;100;35;3
2020;3;4;1;461808;44;0;80;1
2021;2;2;2;54389;24;50;52;4
2021;2;4;3;40886;2;100;80;2
2022;4;4;13;551495;50;0;18;2
2022;4;1;46;272124;37;50;54;2
2021;1;2;28;110809;32;50;100;1
2021;2;1;45;208404;23;50;98;1
2021;3;2;22;353572;47;0;68;3
2021;1;3;11;66874;49;0;25;1
2021;4;2;45;122465;32;50;50;1
2020;3;4;40;57061;15;100;81;1
2020;2;2;49;58642;43;100;97;2
2022;1;4;31;391127;45;100;51;1
2022;1;3;47;590680;45;100;82;4
2020;2;3;10;52467;42;50;95;3
2021;2;2;42;144986;23;50;43;1
2020;2;4;36;206950;32;0;75;2
2021;1;4;25;26990;25;50;70;4
2020;3;2;26;138529;31;100;88;1
2022;1;2;12;477265;39;0;71;1
2020;1;4;34;359710;6;50;67;3
2022;2;2;43;58710;31;0;46;3
2020;2;3;31;549810;11;50;88;1
2020;3;2;18;304961;17;50;61;2
2020;1;1;12;567730;22;0;20;1
2021;4;1;12;275793;43;50;59;2
2021;1;4;32;413236;19;100;97;2
2020;2;2;48;345690;25;100;95;3
2020;3;3;43;574200;17;0;63;1
2021;4;3;43;424539;11;50;51;4
2021;4;2;39;113643;48;50;94;1
2022;2;3;25;522978;22;100;89;1
2022;4;2;20;55370;30;0;6;2
2022;1;1;3;94578;55;100;20;4
2022;2;4;48;341005;45;0;75;3
2022;3;1;28;308682;18;50;86;4
2020;4;2;9;121574;39;100;68;1
2022;4;4;28;335716;13;100;52;1
2021;3;2;35;28914;14;100;19;4
2021;4;4;32;32569;55;50;21;2
2022;2;2;19;495605;44;50;4;1
2021;4;3;9;251669;40;0;49;4
2021;1;3;43;75152;38;50;96;1
2021;2;2;16;122758;13;100;91;2
2020;2;4;23;178161;7;0;34;3
2022;3;2;46;225992;35;100;10;4
2022;3;2;39;124568;13;50;9;1
2020;2;1;37;182076;1;0;72;4
2020;1;1;17;456206;27;100;50;3
2020;3;2;42;566719;16;0;17;1
2021;3;1;27;453267;50;0;45;2
2020;3;1;18;164087;15;50;81;4
2022;2;2;4;80741;49;0;49;1
2021;3;1;4;295992;44;100;58;1
2020;1;4;3;340199;4;50;61;1
2022;3;3;2;239204;7;50;10;1
2020;1;4;30;364588;48;100;88;4
2021;2;1;45;193864;57;50;71;3
2022;1;1;45;215666;34;0;32;4
2022;1;2;41;509108;17;0;46;4
2020;4;1;40;325060;4;50;61;3
2021;1;2;27;74214;18;100;38;3
2020;4;1;38;159679;16;50;33;4
2022;1;3;14;171949;53;0;59;2
2021;3;2;39;104438;53;100;97;4
2021;3;2;15;98297;46;0;45;3
2021;4;4;50;89142;48;50;80;2
2020;3;2;30;234544;17;100;86;4
2020;2;2;31;339889;20;100;13;1
2022;3;1;15;312463;13;50;36;3
2022;3;2;47;414677;42;50;83;4
2021;1;3;8;34656;42;50;15;3
2021;2;3;41;502952;27;100;67;1
2022;1;1;27;524805;8;100;91;3
2020;3;2;19;148563;1;50;1;3
2020;1;3;15;291907;49;50;76;4
2020;3;3;18;76843;11;100;72;3
2021;3;3;12;157184;8;0;14;1
2022;3;1;24;417666;48;100;27;3
2020;2;4;30;232451;15;0;50;3
2022;1;3;13;257110;18;100;3;3
2021;3;4;15;518139;28;100;70;1
2021;4;3;28;103058;7;100;5;1
2020;4;1;26;428669;47;50;66;3
2021;1;2;34;117229;24;0;67;2
2020;4;4;45;330978;7;50;34;3
2022;4;1;16;532823;14;50;60;4
2022;1;3;9;516004;20;0;52;2
2021;1;4;33;48727;33;0;2;1
2021;3;4;1;212379;30;50;81;3
2022;2;1;50;154824;57;50;30;1
2020;4;4;36;131958;16;50;44;1
2021;2;3;6;574435;22;0;81;3
2020;1;4;25;218295;26;50;88;1
2020;1;1;25;28056;23;0;70;4
2021;3;2;14;60337;18;50;65;3
2022;2;2;42;492737;32;0;90;1
2022;1;1;28;299283;23;50;45;1
2020;2;2;50;541445;36;50;36;4
2021;4;1;32;8938;11;0;86;3
2021;3;3;37;106123;38;50;23;4
2021;3;1;34;108912;8;100;31;4
2020;4;4;18;43220;18;50;57;3
2020;1;2;22;335777;32;0;56;3
2021;3;4;5;393029;41;100;50;3
2021;4;1;49;209709;12;50;64;1
2020;3;2;27;591504;37;50;95;3
2020;1;1;44;291130;33;0;60;3
2022;1;2;26;448881;53;0;74;1
2021;2;1;29;267591;26;0;28;3
2021;3;1;4;351235;20;0;78;2
2020;4;1;15;69794;30;0;30;3
2022;2;2;17;537636;28;0;64;2
2021;2;1;12;487930;50;100;51;1
2020;4;3;12;403340;21;100;29;1
2021;4;1;50;369061;27;0;35;3
2020;1;4;49;34582;48;0;48;3
2021;4;4;19;323369;33;50;18;1
2022;3;4;19;23951;13;100;4;4
2021;4;3;27;203757;26;100;85;4
2021;3;4;22;36343;45;100;65;3
2021;2;2;18;380672;11;100;12;1
2022;3;3;9;146999;13;50;55;3
2022;2;2;23;471460;7;50;57;4
2022;2;3;36;429815;52;0;42;2
2022;1;4;9;126294;40;100;94;2
2020;4;2;3;320645;40;100;84;1
2020;4;2;26;287453;50;100;45;2
2020;4;3;9;99898;16;100;53;1
2022;3;2;36;594004;53;50;47;3
2022;1;1;21;513024;50;50;89;3
2021;4;1;7;535515;26;100;64;4
2021;1;3;24;154691;24;0;93;4
2020;2;4;22;56233;52;50;52;2
2022;1;4;38;295505;27;100;28;2
2022;1;1;30;450724;16;0;36;3
2022;3;4;22;563030;44;0;19;2
2022;4;1;50;326359;17;0;98;2
2020;4;2;34;409797;19;100;95;2
2021;1;3;17;465635;22;0;47;2
2020;4;3;1;83219;31;0;95;2
2020;3;1;19;389024;20;50;28;3
2022;1;3;42;177399;56;0;42;4
2022;1;1;18;144941;53;50;91;4
2020;1;4;15;203547;11;100;1;3
2022;3;2;3;527608;50;0;34;2
2022;3;4;22;388985;50;50;28;1
2021;1;4;32;434365;19;50;62;2
2020;4;4;31;353741;13;50;79;1
2020;1;4;23;462893;19;100;97;1
2022;1;4;28;373357;24;0;75;1
2021;1;1;30;312557;19;0;85;3
2022;2;4;50;443870;31;50;12;3
2020;3;3;42;285909;11;100;36;3
2021;2;1;20;478059;27;50;96;2
2022;4;1;17;377884;48;0;23;1
2022;1;2;39;116104;5;100;12;3
2022;3;3;21;305824;33;0;14;3
2020;3;1;3;332943;32;0;71;4
2022;2;4;43;208346;1;100;63;2
2021;3;2;8;222241;46;0;8;1
2022;3;4;46;502470;44;100;9;1
2020;3;3;32;112924;41;50;27;4
2020;2;3;35;386458;7;0;12;3
2022;4;4;6;493137;52;0;10;2
2021;4;3;3;275494;14;50;86;4
2022;4;1;37;28000;39;50;49;4
2021;3;4;46;523825;46;50;58;2
2020;3;2;38;407443;34;100;87;3
2021;3;2;48;5219;42;0;10;2
2022;1;2;28;511696;27;50;74;2
2020;4;1;34;4082;45;100;15;2
2022;3;3;29;279608;7;100;42;4
2022;2;2;13;428575;51;0;31;3
2020;3;4;25;545308;8;50;64;2
2020;2;2;22;42133;47;0;95;2
2020;1;3;39;453439;5;50;70;1
2022;1;4;19;466756;41;100;55;4
2022;1;2;42;287587;2;0;80;2
2021;2;1;3;134626;4;50;23;1
2022;3;2;44;290285;18;100;46;1
2021;3;3;28;158838;14;0;38;3
2020;1;4;34;27024;30;100;50;1
2020;4;4;33;567179;39;100;49;2
2022;2;4;32;323785;12;0;83;1
2022;3;3;36;250436;53;0;55;4
2021;3;2;20;294624;11;0;48;3
2020;2;2;24;536020;51;100;61;2
2022;3;3;28;174715;16;50;74;4
2020;2;1;38;166912;41;50;65;2
2020;1;4;19;303839;1;0;76;2
2020;2;2;2;544226;23;50;4;3
2020;4;3;12;455025;30;50;61;1
2021;1;3;19;276410;15;50;95;4
2021;2;1;3;200375;6;0;90;1
2022;3;3;33;9451;3;100;57;2
2020;3;1;43;334362;50;50;83;4
2022;2;2;28;332555;51;100;22;2
2022;3;3;21;48366;46;50;28;1
2021;3;3;47;198614;22;0;62;2
2021;4;1;26;118481;20;50;81;3
2020;4;2;16;159810;50;0;96;1
2020;4;2;27;228593;10;50;17;3
2022;1;3;6;256385;47;0;21;1
2021;1;4;1;42917;33;100;59;3
2020;1;3;20;516111;29;50;31;2
2020;2;4;12;357205;52;50;36;2
2020;4;3;38;292810;35;0;35;3
2021;3;1;49;68720;33;100;54;1
2022;4;2;2;518822;23;50;45;1
2020;1;2;18;599497;9;100;41;2
2021;4;4;43;465920;8;0;74;4
2022;4;4;23;465292;49;0;23;3
2021;1;4;21;565356;24;50;53;2
2022;2;1;32;411696;23;50;18;3
2020;3;3;42;269479;14;0;92;4
2020;2;4;48;462298;41;0;17;3
2021;3;3;6;42687;47;0;51;2
2021;1;1;6;484268;44;100;29;4
2022;3;2;39;264942;14;0;40;3
2021;2;4;14;98580;3;100;92;1
2022;4;2;8;282186;17;50;3;1
2020;4;4;23;551810;7;100;78;4
2020;4;1;42;569743;31;0;27;4
2022;3;4;44;226497;35;100;55;3
2022;2;1;24;538898;7;0;90;3
2020;3;2;7;522946;6;0;67;1
2020;4;1;22;243176;54;100;14;2
2021;1;4;37;496520;44;0;13;2
2022;4;4;13;378645;3;100;52;1
2021;3;4;48;460758;38;100;41;3
2022;1;2;48;403527;50;0;14;2
2022;1;4;13;579658;46;50;40;4
2020;1;2;11;185971;55;100;5;3
2022;1;3;6;357426;27;0;4;3
2022;4;3;25;502452;56;0;73;2
2020;2;4;50;461068;51;0;19;4
2020;2;3;48;435383;45;0;82;3
2022;3;1;15;29709;1;0;78;1
2022;4;3;18;245637;13;50;81;2
2020;2;1;25;446259;36;100;93;2
2020;4;4;20;313461;19;50;91;4
2022;3;4;5;359485;25;50;12;3
2020;3;4;23;269255;19;0;31;2
2021;1;1;11;292262;33;100;57;3
2020;1;1;33;79758;47;100;68;1
2022;4;2;36;114221;4;100;8;2
2021;3;3;49;131340;19;50;96;1
2020;4;3;22;330645;31;0;40;2
2022;3;2;18;279462;38;0;47;2
2020;2;2;42;271329;52;50;55;1
2021;2;3;11;190150;24;0;16;4
2020;1;1;46;154712;44;100;14;4
2022;1;3;35;555091;19;50;89;2
2021;1;1;5;406636;35;50;85;2
2022;3;2;36;480493;20;0;39;1
2022;4;1;10;343201;13;100;42;2
2021;1;4;7;27064;57;50;97;1
2022;2;2;21;149218;24;50;71;2
2021;4;1;30;218964;42;50;63;1
2021;4;2;28;109244;3;50;23;2
2022;1;1;21;260306;19;50;48;2
2021;2;3;50;242860;3;50;9;3
2022;2;1;12;567204;6;0;85;3
2021;3;3;19;214506;35;50;37;2
2022;1;2;11;279080;21;50;76;3
2021;1;2;1;528513;27;100;19;2
2020;3;3;19;90881;39;100;54;1
2020;2;1;36;178207;7;50;50;2
2021;1;4;32;26516;14;0;40;2
2020;3;1;7;586223;56;50;15;3
2022;1;3;42;21927;42;0;20;2
2022;1;3;35;396998;9;50;93;4
2020;1;3;9;414976;32;50;17;1
2021;4;3;35;384080;31;0;30;4
2022;3;3;16;340516;36;50;55;3
2021;1;1;30;12789;9;0;22;2
2022;1;2;19;153675;49;100;18;4
2020;2;2;3;280625;56;50;29;4
2022;1;3;26;448474;36;0;71;3
2021;2;1;38;128717;35;50;60;2
2022;1;2;29;567322;3;50;54;3
2020;3;4;1;175801;9;0;88;2
2021;1;2;5;212579;39;100;1;1
2020;4;4;6;212153;22;100;10;4
2020;1;2;25;381465;38;50;32;2
2021;3;2;11;239633;33;50;64;4
2020;2;3;20;24994;50;0;53;2
2022;1;1;26;334812;9;50;87;2
2022;2;4;49;322605;2;0;69;3
2020;2;3;20;298252;38;0;26;1
2021;3;4;41;403853;30;100;41;1
2021;4;3;37;22511;44;50;85;4
2022;4;4;28;247733;46;100;84;3
2020;4;1;36;247146;23;100;65;3
2022;4;1;41;245987;38;50;88;2
2020;2;4;36;428491;32;100;92;1
2020;3;2;48;209249;20;0;61;3
2022;1;1;36;434214;10;0;93;3
2021;1;3;25;51577;2;50;68;2
2020;1;1;30;126008;50;100;45;1
2022;1;1;35;363958;9;0;71;4
2021;3;1;30;259298;7;100;89;1
2021;1;4;23;362324;8;100;25;2
2022;3;2;35;96072;40;50;78;2
2020;4;3;15;96721;53;0;94;2
2020;4;3;19;585479;24;100;46;4
2022;4;4;30;486948;18;0;63;1
2020;4;4;45;350210;52;50;4;1
2022;2;4;11;441081;39;0;53;4
2021;2;4;3;5672;54;100;58;1
2022;3;1;17;395945;1;100;75;4
2020;2;4;14;48786;1;0;78;3
2021;1;3;35;85384;5;100;13;1
2021;4;3;17;311428;48;100;17;4
2020;1;2;22;128009;33;100;60;2
2020;1;1;17;154780;48;50;50;4
2021;2;2;28;400781;4;100;85;3
2021;3;3;29;217172;1;100;20;3
2021;3;1;41;102519;2;50;87;1
2021;2;2;15;17346;2;0;34;3
2022;1;3;15;135909;30;50;16;2
2021;3;2;21;541613;40;0;11;3
2021;1;3;50;529050;39;0;99;4
2020;1;3;47;124162;37;100;18;3
2021;4;2;20;145350;28;100;20;3
2020;3;2;37;200937;20;0;28;2
2022;3;2;44;28185;45;50;74;4
2020;2;2;23;549808;48;100;43;1
2022;4;3;11;23411;13;0;39;3
2022;4;4;21;64146;41;50;12;4
2020;3;3;15;93536;3;0;60;1
2020;1;3;13;248036;9;0;5;1
2021;2;2;17;159877;20;50;24;2
2022;3;1;39;504306;33;50;43;3
2021;4;1;45;597166;48;50;3;2
2021;1;4;13;455671;29;50;90;1
2022;4;3;47;219418;2;100;58;3
2020;4;4;32;376923;13;50;72;1
2020;2;3;12;399656;19;50;71;1
2020;3;4;24;104990;26;0;36;2
2022;3;2;1;256794;53;50;19;4
2020;2;3;1;79361;31;50;97;3
2021;1;4;34;115401;38;100;10;3
2021;2;3;6;489652;32;100;49;4
2020;3;2;1;301313;13;100;4;3
2021;1;1;21;337435;50;50;1;2
2020;4;3;12;558727;29;100;83;1
2022;4;4;27;165129;13;100;52;3
2020;1;3;48;23065;9;100;56;4
2022;1;4;30;224199;41;50;72;1
2020;1;4;7;325677;45;50;24;3
2022;4;3;3;527271;13;100;97;3
2020;3;4;10;376867;19;100;33;1
2022;4;2;13;270798;16;0;54;1
2020;3;2;32;494056;22;50;29;3
2022;3;1;17;232702;12;0;79;4
2020;2;3;1;55793;29;0;42;2
2020;2;1;37;552856;34;0;26;1
2022;4;2;28;157376;2;50;82;1
2020;2;4;44;110674;43;0;26;4
2021;4;3;46;594545;13;100;29;3
2022;2;3;48;228574;6;0;94;2
2022;3;2;29;339828;9;0;82;2
2020;3;3;16;391749;53;100;20;4
2020;3;4;20;430443;52;50;35;4
2022;3;1;12;344705;44;100;47;1
2022;4;3;40;437986;22;0;33;2
2020;3;3;37;81182;53;0;59;2
2022;1;3;34;390654;23;100;58;3
2020;4;4;32;75205;14;50;77;2
2022;1;3;6;5697;21;100;51;1
2021;4;1;13;131664;37;50;33;4
2021;2;4;36;469115;49;100;60;1
2022;2;3;9;591797;3;0;68;3
2020;3;4;40;303775;44;0;8;1
2022;3;3;21;398106;22;100;20;4
2020;1;4;50;364089;2;50;70;1
2021;4;3;50;466779;28;0;80;3
2022;3;2;48;471858;44;50;65;4
2021;2;1;10;177228;39;50;99;2
2021;3;1;27;204581;18;0;23;4
2020;1;4;39;578885;42;50;11;3
2021;4;2;28;154223;43;50;42;1
2022;2;3;17;58910;14;50;19;3
2022;3;4;25;184262;29;0;39;3
2020;4;1;27;255081;20;100;60;3
2022;1;2;19;155658;47;0;80;4
2022;4;3;10;443027;35;100;44;1
2020;2;3;22;546185;10;50;87;3
2022;2;1;48;85705;18;100;41;4
2022;4;4;22;596185;53;50;44;2
2022;1;2;48;431344;29;0;81;4
2021;4;3;13;238757;51;50;2;3
2022;3;2;21;531838;28;0;48;4
2020;3;2;10;501540;33;50;55;1
2022;3;4;42;495316;38;50;69;2
2020;1;1;19;308376;39;50;40;2
2020;4;2;10;416031;48;100;29;3
2020;1;3;48;465113;10;50;69;4
2022;4;2;46;45876;41;0;57;3
2021;2;2;2;471656;46;0;56;4
2021;1;2;7;253526;38;100;82;4
2021;3;1;21;303404;30;50;7;2
2022;1;2;28;426113;54;0;73;4
2020;4;1;42;79329;53;0;78;2
2022;1;4;11;210801;34;100;76;2
2021;1;4;17;52405;26;50;57;2
2022;3;1;35;123921;56;100;70;3
2021;3;4;37;535782;41;0;34;1
2020;4;4;45;122345;6;0;71;2
2021;1;3;42;358951;15;50;91;1
2021;1;4;2;349231;6;100;20;3
2021;1;2;41;127336;14;100;74;4
2021;4;1;20;238825;1;100;13;4
2022;2;3;36;452214;51;100;41;4
2021;3;2;47;583632;45;0;79;2
2020;2;4;26;402193;20;50;33;1
2021;1;2;17;455894;52;50;81;4
2020;2;3;6;144528;57;50;59;4
2021;2;2;9;130043;17;100;10;3
2021;1;1;28;346565;21;0;28;3
2020;4;1;4;348407;42;100;35;4
2021;3;1;12;442360;45;0;80;1
2021;2;2;34;530898;25;50;59;3
2021;4;1;48;278367;5;50;22;2
2020;3;1;40;330908;27;100;14;3
2021;3;3;12;316833;29;0;8;4
2022;2;3;3;195191;6;0;37;3
2022;2;2;35;61017;1;50;36;1
2022;3;2;35;500789;12;50;79;3
2022;1;4;45;551184;18;50;53;3
2021;1;4;6;553393;27;0;30;2
2021;3;1;41;187004;47;50;48;2
2022;2;2;28;187741;6;50;19;3
2020;2;4;27;484566;42;50;83;1
2020;3;3;4;478200;6;0;37;4
2021;3;3;43;69313;41;100;88;2
2020;2;1;48;238628;49;100;13;1
2020;4;1;26;23230;23;0;89;3
2022;1;2;17;219132;15;100;95;3
2020;4;3;13;491259;5;100;15;1
2021;2;4;32;50813;19;50;50;2
2020;4;1;6;482157;6;100;85;3
2021;3;4;45;256077;42;0;61;2
2021;1;3;45;2936;20;50;85;4
2020;4;4;49;126098;37;100;9;2
2021;3;1;44;11122;49;100;16;3
2021;1;1;35;363986;45;50;64;2
2020;4;1;38;13905;46;100;88;4
2021;4;2;21;242559;49;0;10;1
2021;4;4;50;484304;39;50;20;2
2022;3;4;36;494547;42;50;66;4
2022;3;2;21;135253;41;100;4;3
2021;2;3;47;163748;47;100;43;1
2020;2;1;12;507724;45;0;97;1
2021;1;2;15;571668;48;100;64;4
2020;1;3;45;271047;10;50;62;3
2020;3;1;39;575245;5;100;29;3
2021;1;1;47;77795;56;0;36;3
2022;2;2;25;193269;41;50;67;2
2020;1;3;10;262463;49;50;79;1
2022;1;3;48;444954;44;0;95;3
2020;3;4;25;169670;1;50;64;3
2021;2;4;34;450112;28;50;39;1
2020;3;1;40;590967;22;50;98;2
2020;1;1;50;571947;27;100;43;4
2020;4;2;12;162057;30;0;100;2
2022;2;3;23;581528;42;100;99;1
2020;2;1;47;156604;24;50;30;3
2021;1;3;9;15069;34;50;43;2
2021;4;2;21;78660;20;50;43;1
2021;3;3;28;520889;22;50;88;1
2021;3;2;25;249151;16;100;64;2
2020;3;3;20;177133;1;50;71;2
2022;3;1;35;132411;41;0;15;2
2022;4;4;25;370909;36;50;74;1
2022;3;1;33;39560;6;100;95;1
2022;3;4;16;101162;9;50;3;2
2022;2;3;2;419132;21;100;38;2
2020;4;4;28;197338;47;50;93;4
2020;1;2;46;86789;43;0;54;4
2022;1;1;42;266037;26;50;43;2
2021;1;1;8;296497;44;0;60;4
2021;3;1;24;281084;52;50;5;3
2021;1;1;9;56137;20;100;13;2
2020;1;2;30;315979;8;100;82;1
2020;4;3;34;366638;2;0;46;1
2022;2;2;6;580895;45;50;13;3
2020;3;1;19;193357;30;50;1;3
2022;4;4;37;115902;20;100;53;4
2021;4;4;9;332363;42;50;76;4
2022;1;4;14;414644;1;0;49;2
2020;4;3;38;359206;30;100;16;3
2022;1;3;24;373640;23;0;88;3
2021;1;4;1;309030;44;50;90;1
2021;2;2;38;398931;33;0;82;3
2022;4;3;35;286232;17;50;80;3
2021;1;4;9;485401;50;0;26;2
2021;3;2;22;402643;25;100;6;4
2022;2;4;27;534280;54;50;75;2
2021;1;1;29;378151;16;0;87;2
2022;1;4;20;48765;30;50;95;1
2021;3;1;13;513113;17;100;46;4
2021;1;1;8;494869;35;0;63;1
2022;4;4;18;373456;13;100;50;3
2022;3;1;31;36321;49;50;9;3
2022;4;4;11;321542;20;50;18;4
2021;2;4;46;564604;40;50;11;3
2022;1;3;3;525021;47;100;75;1
2021;4;2;15;68718;55;100;67;1
2022;2;4;27;258840;25;100;59;1
2020;4;3;48;281799;48;0;42;2
2021;1;3;42;267091;26;0;59;3
2020;2;1;10;423326;29;0;36;1
2020;2;3;47;567473;40;100;8;2
2020;3;2;11;256730;40;0;71;1
2022;1;2;40;470990;43;100;34;3
2020;2;2;11;242951;50;50;100;4
2021;2;3;46;410784;3;0;28;2
2020;4;3;3;228972;55;0;43;3
2020;3;4;12;108219;40;50;51;4
2020;2;3;43;544785;21;100;5;3
2022;3;3;5;362770;25;100;84;1
2022;4;4;47;587333;51;100;88;1
2021;1;2;5;309709;44;100;23;2
2022;2;1;12;230929;52;0;87;4
2021;4;1;37;72813;3;50;22;2
2022;2;3;23;385155;21;50;19;4
2021;1;2;24;427189;35;0;72;4
2020;1;3;3;581101;50;100;21;4
2022;3;3;23;570896;39;100;17;1
2022;1;3;4;441224;9;50;18;2
2022;3;2;46;200857;37;100;80;2
2022;3;2;48;466876;1;50;61;2
2021;1;2;17;72862;46;0;59;2
2021;4;2;30;201638;32;0;85;1
2020;3;3;11;294354;41;50;74;3
2022;4;1;8;368224;10;50;48;1
2020;2;4;28;39463;25;0;74;1
2020;4;4;16;440931;56;0;82;4
2021;3;3;5;350238;37;50;57;3
2021;4;2;25;317175;39;100;90;2
2021;4;2;10;435755;49;100;84;2
2020;3;1;49;94166;10;50;53;3
2021;2;3;15;273013;25;100;38;1
2022;1;2;28;360697;34;0;47;3
2022;4;3;31;234744;57;100;4;4
2022;4;1;6;84458;3;50;80;3
2021;2;3;48;547686;23;0;77;4
2022;4;3;7;33508;48;50;95;4
2020;1;2;46;542502;4;50;35;1
2022;1;2;45;270664;45;100;89;2
2021;2;3;27;516148;46;50;99;2
2020;2;3;4;254702;22;100;72;2
2020;4;4;28;328101;36;50;98;1
2021;1;3;23;424017;41;0;92;3
2022;1;2;7;167815;5;0;89;3
2022;2;3;2;538156;23;0;62;3
2020;4;4;17;198701;42;100;36;3
2021;2;3;48;288488;41;100;1;2
2020;2;4;21;85419;27;100;78;2
2020;3;3;25;374233;37;100;63;2
2021;2;1;27;108840;49;0;11;4
2021;2;3;44;577355;11;50;50;3
2022;4;2;22;139717;46;100;31;2
2020;3;2;8;323623;21;100;25;2
2021;2;4;39;181158;1;0;91;2
2020;2;3;48;144968;21;0;90;1
2022;3;3;39;524639;8;100;62;2
2021;3;2;13;338625;21;0;76;3
2021;4;3;24;158673;41;0;90;1
2020;4;1;8;531078;5;50;47;4
2022;4;1;48;576092;3;0;83;3
2021;3;4;22;69600;45;0;34;2
2020;4;1;21;256670;6;0;66;2
2020;1;4;49;157889;13;100;75;3
2022;3;3;30;449784;6;100;10;4
2021;4;3;31;169313;54;0;29;2
2021;4;4;17;220527;18;100;18;2
2022;2;1;13;325604;43;0;92;1
2022;3;1;11;117954;1;0;59;3
2020;1;1;11;137697;32;0;98;4
2022;3;3;22;415704;13;0;68;4
2022;1;4;47;482112;42;100;70;4
2022;3;2;44;29704;51;100;29;3
2020;4;1;29;50712;23;100;80;4
2022;1;2;1;548920;50;100;30;4
2020;3;4;49;20500;55;50;2;2
2021;3;1;29;300661;16;50;46;3
2020;1;3;35;318014;27;0;78;2
2021;1;3;10;39709;37;50;2;2
2022;1;2;26;32632;8;50;35;4
2020;4;3;10;115797;43;50;86;2
2021;4;4;14;116293;43;0;60;1
2022;1;1;1;457744;14;100;51;4
2022;3;2;27;64819;48;50;30;1
2022;1;4;22;565251;10;50;48;2
2021;2;2;21;180099;13;100;17;1
2022;2;4;34;432178;28;100;61;4
2020;3;4;36;127117;15;0;12;4
2020;4;4;20;403359;37;0;99;3
2020;1;1;41;388560;20;0;5;4
2020;2;1;9;457737;22;50;24;1
2020;4;1;4;68250;23;100;94;4
2020;3;4;26;116272;25;0;51;3
2022;3;4;2;125255;44;0;71;3
2020;1;4;27;512931;49;100;99;4
2020;3;1;3;585408;15;100;9;4
2020;1;1;31;74558;38;100;60;3
2020;2;1;27;495327;23;100;80;3
2021;2;4;47;592493;55;50;28;2
2021;3;3;29;31957;26;100;36;3
2021;2;2;47;265338;39;0;37;3
2021;4;3;34;409351;20;50;35;1
2020;1;1;40;323496;29;100;48;3
2020;2;1;18;294124;6;0;6;2
2021;2;2;2;299420;20;100;73;4
2021;4;1;2;383125;36;50;10;2
2022;4;3;5;246006;36;50;83;3
2021;4;3;45;548578;12;50;25;2
2022;4;3;18;433453;34;0;17;1
2020;3;3;10;574062;16;50;76;1
2021;4;4;13;554930;53;0;31;1
2020;4;4;10;199494;29;100;23;1
2022;2;2;40;74397;21;100;54;3
2021;3;1;9;199187;13;0;91;3
2022;4;3;44;55090;25;0;16;4
2020;2;4;45;13366;7;0;48;3
2021;1;2;25;330108;12;50;70;4
2020;2;3;30;555376;8;0;5;3
2020;1;1;9;13655;44;0;35;1
2021;4;2;27;332664;40;0;67;2
2021;1;1;26;472672;40;50;18;2
2021;3;4;38;531809;31;0;17;1
2022;2;3;25;509740;15;100;71;3
2020;3;4;21;72491;12;0;4;4
2020;1;2;44;556954;22;0;76;3
