work_year;experience_level;employment_type;job_title;salary_usd;employee_residence;remote_ratio;company_id;employment_status
2021;1;2;30;153006;36;1;23;2
2021;1;2;4;90070;12;3;86;3
2022;1;1;50;144055;33;2;24;1
2022;3;1;11;239183;49;3;55;4
2020;3;1;44;276752;12;1;6;2
2021;2;4;50;76634;8;3;10;4
2022;4;3;18;75075;49;2;36;3
2021;1;4;39;60354;56;2;24;2
2022;2;3;3;305938;49;1;62;4
2020;2;4;50;566084;8;1;62;3
2022;1;4;28;47475;12;1;54;2
2021;2;4;50;82961;41;2;55;2
2020;4;1;7;434934;10;1;2;3
2022;4;2;15;453160;24;3;14;1
2021;1;4;35;117860;28;1;33;1
2020;4;1;9;321598;25;1;13;1
2021;4;3;27;425847;45;2;51;2
2022;2;2;21;160250;39;3;84;4
2022;3;2;35;350417;5;2;29;2
2020;1;4;2;338864;2;2;68;2
2021;4;4;39;592721;57;1;21;3
2020;1;4;14;344623;26;1;29;2
2020;2;4;43;7847;7;3;75;3
2021;3;2;36;285800;18;3;36;1
2022;2;3;27;239221;5;3;27;2
2021;1;1;32;363809;50;3;15;2
2020;1;2;24;541828;25;2;36;3
2021;1;3;12;256114;13;2;24;1
2022;2;1;6;535684;26;3;81;1
2020;1;4;27;209317;9;3;30;1
2020;2;3;5;350010;21;1;69;4
2022;4;3;2;587226;34;1;12;1
2021;4;1;20;542848;36;1;37;3
2022;4;1;28;84699;40;2;66;2
2021;3;3;1;120951;50;3;25;2
2022;2;1;36;104433;20;2;50;4
2020;1;3;39;256611;50;1;3;2
2020;3;2;27;91609;44;2;29;1
2022;3;2;3;499247;36;2;42;2
2021;3;4;32;393705;57;1;2;2
2021;4;4;15;294648;31;2;98;1
2022;2;2;49;473826;1;3;99;3
2020;3;3;36;167345;24;3;88;4
2020;2;2;6;344982;51;1;84;2
2021;3;2;49;326743;34;3;6;1
2020;1;3;44;11558;24;2;67;1
2020;1;3;46;145130;45;3;10;4
2020;2;2;32;334015;15;1;67;3
2020;3;3;21;599430;11;1;96;4
2020;2;2;1;568440;26;2;60;3
2021;1;4;1;112873;20;3;7;2
2021;1;1;30;390476;31;3;70;1
2020;2;1;3;557871;44;3;41;3
2021;4;1;24;324217;56;1;68;1
2020;2;3;38;187581;6;2;93;2
2022;3;1;2;205114;45;3;11;1
2020;1;3;26;286905;1;3;41;2
2021;1;3;22;373048;32;2;99;4
2022;3;4;21;306112;33;3;34;1
2020;2;4;45;32450;15;1;7;2
2022;2;2;33;230372;9;3;96;1
2021;1;2;46;287186;9;1;17;3
2021;3;2;37;394978;54;2;35;3
2022;2;3;24;399900;51;1;84;1
2020;3;1;50;298340;56;3;82;3
2021;2;3;37;442596;44;3;72;2
2021;4;4;8;316680;44;2;20;4
2020;4;4;40;360815;21;1;54;4
2022;3;2;24;104397;28;1;85;3
2021;2;3;41;467720;57;1;69;3
2022;2;2;34;48266;45;2;75;4
2020;1;1;10;531404;57;2;27;3
2021;3;4;14;304154;53;3;52;3
2022;2;4;19;65292;8;1;76;1
2022;3;2;13;84416;26;1;71;1
2021;3;3;24;307819;39;1;14;4
2022;3;1;46;57206;49;3;79;1
2022;4;2;8;270227;54;3;4;4
2022;1;1;41;183595;34;2;6;2
2020;2;1;22;576908;52;1;52;3
2021;1;1;4;535846;14;1;47;2
2020;3;4;14;277407;21;2;8;3
2021;1;3;2;513133;41;1;3;2
2021;3;2;48;66488;56;3;13;4
2021;2;2;26;358363;43;3;88;3
2020;2;1;39;306399;19;2;31;1
2021;4;4;7;562925;16;1;24;1
2021;3;3;1;31620;52;3;47;4
2021;1;1;43;551475;11;2;22;4
2020;1;3;34;84691;52;3;25;4
2022;1;4;43;260497;32;2;85;1
2022;2;1;39;442152;57;2;71;4
2022;3;3;45;98981;55;2;56;3
2020;3;1;17;93493;37;2;63;1
2020;2;3;27;2859;42;2;37;4
2020;1;3;40;154080;11;3;74;4
2020;1;1;20;61379;54;2;60;3
2021;3;1;30;91816;39;3;83;1
2021;2;3;41;282493;57;2;43;4
2020;4;2;49;79674;47;1;20;3
2020;2;1;45;505991;11;3;99;1
2020;1;3;4;342307;25;2;19;1
2022;4;1;13;214798;28;1;8;2
2020;2;4;32;385947;5;1;31;3
2020;2;4;21;529536;29;1;46;3
2021;1;4;21;107523;37;1;26;1
2022;3;2;10;594526;16;2;63;1
2020;2;2;10;580980;3;3;79;3
2020;1;3;12;402953;57;3;85;1
2020;1;4;6;531508;22;1;25;4
2021;4;1;11;516508;54;3;66;4
2021;2;4;14;561566;56;3;79;3
2020;4;1;1;203180;47;2;56;4
2021;1;3;28;205032;50;1;32;4
2021;1;1;10;414748;38;1;17;1
2022;1;2;24;433806;14;1;100;2
2022;4;2;20;102110;47;1;66;1
2021;4;3;34;591403;34;3;80;3
2022;4;4;48;227725;25;1;94;3
2020;4;1;11;345181;52;1;88;4
2020;3;2;35;217823;41;1;47;3
2022;3;3;46;311887;3;2;39;3
2020;3;3;9;548944;24;3;92;2
2022;4;2;49;44739;32;3;91;3
2022;1;3;34;465640;30;3;6;2
2021;1;1;37;388013;39;2;33;2
2021;2;2;2;192026;28;3;62;3
2021;2;3;36;153501;13;3;31;3
2022;1;3;2;293776;30;3;85;3
2021;3;3;3;319823;22;1;24;3
2021;4;4;22;586224;12;2;23;4
2021;1;1;15;394826;29;2;29;2
2021;1;2;41;50809;25;1;58;3
2020;3;2;8;105861;20;2;78;4
2022;3;3;29;135794;4;2;43;1
2022;1;3;10;405082;29;3;39;4
2021;2;2;26;317611;37;2;11;2
2022;1;1;40;132869;26;2;14;1
2022;4;4;22;13954;23;2;91;3
2020;3;4;9;202272;10;2;81;4
2021;1;1;36;376248;54;3;25;2
2020;2;3;7;576726;5;3;70;2
2020;4;1;12;252947;10;1;90;3
2022;3;4;30;146908;23;2;33;3
2021;4;1;30;78295;53;2;98;1
2021;3;1;31;339683;32;2;10;4
2020;3;3;49;67911;7;3;16;1
2020;1;2;4;412537;40;2;7;3
2021;3;4;19;544643;16;3;46;1
2022;4;1;14;392391;12;1;31;4
2020;4;1;3;139778;26;1;99;3
2020;4;1;28;367759;23;3;16;2
2020;2;2;25;161231;14;3;58;2
2022;3;1;21;122942;28;1;49;2
2021;3;2;15;254083;22;3;91;1
2021;4;2;40;470277;47;1;46;1
2021;1;1;9;305940;48;1;91;4
2022;4;1;9;439894;55;2;45;1
2022;1;3;27;188986;15;1;29;2
2020;4;3;25;201987;51;3;31;1
2020;3;3;39;362698;53;3;60;1
2020;1;2;41;156356;33;3;1;4
2020;1;4;29;302313;3;3;80;4
2022;1;1;50;50964;16;3;13;1
2022;2;2;40;423661;50;2;11;1
2020;1;2;27;211790;41;3;21;2
2022;3;3;35;256933;10;2;58;1
2022;1;1;38;156228;56;2;54;1
2021;1;4;42;597509;34;3;17;4
2021;3;1;29;330229;28;1;56;4
2021;4;1;21;476729;17;3;99;3
2021;2;1;47;565570;56;1;82;4
2021;1;4;21;145086;48;2;18;4
2020;3;1;26;203177;51;3;61;4
2021;2;2;14;551658;28;3;17;4
2021;4;2;42;72834;52;2;42;2
2020;1;3;7;311835;24;1;62;1
2020;3;1;24;182938;13;3;2;3
2022;1;1;15;431637;11;2;61;4
2021;4;4;11;103030;39;3;53;2
2020;3;1;36;119682;10;3;15;4
2021;1;1;50;102088;57;1;9;1
2021;4;2;33;402444;13;2;19;2
2022;1;2;19;56525;40;3;26;2
2021;3;2;48;484299;4;1;2;3
2021;2;1;7;326951;54;1;66;3
2022;2;2;32;555038;36;1;20;4
2020;1;2;6;552491;37;3;75;2
2022;4;3;22;428305;53;1;75;4
2022;3;1;11;141378;49;1;35;2
2022;3;1;30;440693;55;1;14;2
2020;3;3;39;431372;2;2;77;1
2022;2;2;9;257767;7;3;40;3
2021;3;1;32;46895;51;2;26;4
2020;4;3;16;453247;2;3;68;2
2020;3;3;35;152376;53;1;13;2
2021;1;1;46;271146;46;3;98;2
2020;2;1;3;46638;16;1;94;4
2021;3;3;43;239715;13;2;79;4
2022;4;3;30;486113;18;2;26;1
2022;4;2;31;438681;37;2;7;3
2020;4;4;35;351336;6;3;85;3
2022;1;1;8;340916;26;3;3;4
2021;1;2;29;558595;9;1;40;2
2022;1;3;20;531413;21;3;28;3
2021;3;1;33;292049;29;3;20;2
2021;1;3;29;239064;18;2;85;2
2020;3;2;19;19847;53;3;12;2
2021;3;3;35;263908;2;1;21;1
2020;1;3;42;525485;8;1;53;2
2022;3;3;43;512473;34;3;95;4
2020;4;4;10;516971;43;3;75;3
2020;1;1;17;202314;4;3;88;2
2021;3;3;30;331266;38;1;64;2
2020;4;3;36;369710;38;3;92;1
2021;4;2;7;427829;20;3;59;1
2022;3;1;25;479083;54;1;73;2
2021;1;1;42;403898;44;1;75;2
2021;1;4;22;380076;22;3;44;2
2022;3;1;7;113727;25;2;37;2
2022;4;4;6;420103;47;3;55;1
2021;1;4;14;546233;13;3;31;1
2021;2;1;34;335158;37;3;92;3
2022;2;1;40;63291;2;1;88;2
2022;1;2;19;448548;55;3;17;4
2020;1;2;9;360039;36;1;24;3
2022;1;3;21;316355;53;2;60;1
2020;1;4;9;342472;16;2;48;3
2022;3;3;23;307622;57;3;30;1
2022;2;2;14;370832;11;2;33;4
2022;4;2;3;237936;55;1;98;4
2021;1;1;27;135501;37;3;3;3
2021;3;4;35;115481;11;1;83;3
2020;2;4;10;163288;19;1;25;1
2020;3;4;17;431470;38;1;58;2
2020;1;1;29;342322;45;1;49;2
2020;1;2;17;203332;34;3;57;3
2022;4;4;33;26314;33;2;65;3
2022;3;4;40;448848;11;1;87;3
2021;3;3;36;528579;5;2;62;2
2021;2;3;38;9018;39;1;78;2
2021;4;3;41;81170;14;3;75;3
2021;2;2;24;474271;36;1;54;1
2022;3;3;22;220714;51;3;73;2
2022;1;1;16;373854;19;1;83;1
2020;3;3;30;132165;23;3;83;3
2020;1;4;22;426405;55;3;85;4
2021;1;2;35;95674;29;2;82;1
2021;1;4;15;470213;34;3;5;1
2022;3;3;29;87793;46;2;41;1
2020;2;4;20;460019;39;3;76;2
2022;2;3;26;184252;44;1;31;3
2022;4;4;45;592772;42;3;56;1
2021;4;3;36;169696;20;1;51;2
2020;4;3;48;509972;11;1;95;3
2022;2;1;47;330672;55;1;30;1
2021;2;4;20;471162;46;3;79;4
2021;2;3;43;5099;13;2;61;4
2020;3;3;26;465064;21;2;47;2
2020;4;4;22;332245;39;2;19;3
2021;4;2;25;394702;27;2;37;1
2020;4;1;36;531766;32;2;74;4
2020;3;1;15;531667;2;1;98;4
2022;3;2;25;591471;33;1;30;1
2021;3;1;16;229240;53;3;8;2
2022;2;2;38;69560;12;2;71;1
2020;4;3;43;242724;23;1;88;1
2021;1;1;7;113246;28;3;4;2
2022;2;2;32;142998;8;2;54;4
2022;1;2;9;497503;54;1;96;2
2022;3;1;41;479054;16;3;45;3
2020;2;3;26;285244;32;1;78;1
2021;1;2;7;212051;24;3;76;1
2022;4;4;12;309195;27;2;46;3
2020;4;3;43;59787;41;2;69;1
2022;4;4;48;104345;8;3;79;1
2020;2;4;17;440778;27;1;15;4
2021;3;1;9;512564;24;1;73;3
2021;2;1;36;216740;26;1;75;3
2020;3;4;10;309760;15;3;84;1
2020;1;1;34;145035;51;2;15;2
2020;2;3;4;397618;48;3;44;2
2022;1;4;17;127453;19;3;51;4
2021;4;4;49;195012;18;2;29;4
2022;4;3;29;548606;47;2;84;4
2021;4;2;45;336582;51;3;46;4
2020;3;3;22;348154;15;3;41;1
2020;3;2;12;86553;10;2;95;3
2020;4;1;6;114867;1;3;25;4
2022;2;2;36;596584;21;1;7;1
2021;3;2;50;295886;40;1;89;3
2022;2;1;41;455188;39;2;4;2
2020;4;2;17;225268;5;1;41;1
2022;4;3;28;234972;30;2;47;4
2020;1;3;30;581804;48;1;40;2
2021;3;4;40;7261;52;1;55;3
2022;1;1;2;577283;29;2;14;3
2020;3;3;10;584491;54;1;60;3
2021;3;2;18;119295;42;1;15;3
2022;3;1;5;425256;49;3;49;3
2022;1;1;36;329373;37;3;86;2
2022;4;2;20;316174;11;2;14;1
2020;1;4;8;51731;45;1;78;3
2022;2;1;19;567272;10;3;95;1
2022;1;4;38;93728;51;2;58;2
2021;2;2;35;346093;53;1;34;4
2020;2;4;6;224481;12;2;26;3
2020;2;2;45;108767;33;1;41;2
2020;4;3;20;276081;26;3;47;4
2020;4;1;24;562439;54;1;28;3
2022;3;1;32;213011;14;2;98;2
2020;2;3;19;206533;22;3;45;4
2022;3;4;9;8661;2;1;34;1
2022;2;4;42;41482;7;1;41;2
2020;2;1;39;269917;21;1;43;1
2020;4;3;27;397108;41;3;96;1
2020;4;1;25;80294;19;2;52;4
2021;4;2;36;445478;17;2;50;4
2020;3;2;30;146564;18;1;81;3
2021;2;4;30;349395;22;1;39;4
2021;1;3;41;180882;24;1;64;4
2020;3;4;10;346550;45;3;45;3
2021;2;2;28;74156;12;3;3;2
2020;4;1;6;597535;46;3;16;3
2021;4;1;47;531510;56;1;17;1
2020;3;2;12;544325;8;1;50;1
2020;2;4;48;327718;48;3;70;4
2020;3;1;42;419496;43;1;26;1
2020;4;4;6;49566;20;1;53;4
2020;2;2;47;551622;9;3;98;3
2020;2;2;31;311240;19;2;49;2
2022;1;4;25;394075;43;1;49;4
2021;1;1;4;161816;9;3;4;3
2020;1;3;26;257530;19;1;6;1
2022;1;2;1;495166;10;1;84;4
2021;1;2;35;133245;1;2;65;3
2020;3;2;2;248347;33;1;61;4
2021;4;2;28;268974;48;3;50;1
2021;2;3;14;304284;24;1;19;1
2020;3;3;30;324592;20;3;54;3
2021;3;1;16;265394;27;1;74;4
2020;2;4;49;263150;11;3;3;4
2022;2;3;26;599883;53;2;24;4
2020;2;4;21;318681;36;1;68;2
2022;1;2;1;503762;45;1;34;2
2022;2;1;44;56595;47;1;7;2
2021;4;1;42;319064;29;3;53;1
2020;4;3;4;144576;31;1;39;1
2022;4;3;33;11962;50;2;10;2
2020;2;1;31;238028;37;1;94;4
2022;3;2;10;344233;13;2;54;1
2021;3;3;16;476862;33;2;94;4
2020;3;2;48;446933;45;2;65;2
2022;3;1;30;331660;7;2;42;1
2021;4;2;41;229954;47;2;72;1
2022;2;3;43;131192;39;3;80;3
2022;1;4;21;590084;31;3;65;3
2021;4;3;13;205909;7;1;96;3
2022;3;1;3;481930;26;1;75;1
2020;1;3;27;517945;49;1;98;3
2022;2;1;6;204117;3;2;70;4
2020;2;3;49;31423;28;3;34;1
2021;3;1;11;15702;31;3;3;4
2022;3;1;30;25414;54;3;85;3
2020;3;1;48;346797;15;1;9;2
2020;3;3;27;405349;50;1;11;4
2022;2;4;15;205133;36;2;10;3
2022;4;2;44;579699;37;1;48;1
2021;4;3;35;166070;41;1;90;3
2022;1;2;40;396937;10;2;54;2
2022;2;4;45;8222;36;3;1;2
2020;2;2;6;534399;21;1;52;1
2020;1;1;7;101227;7;1;12;2
2021;3;2;18;60126;48;2;71;4
2021;4;2;46;493247;21;2;5;4
2020;1;1;17;75390;29;3;74;1
2021;1;3;6;172164;13;1;54;3
2021;2;1;50;560496;36;3;46;2
2022;3;1;27;230449;11;3;24;4
2020;3;4;2;554421;31;1;18;2
2020;4;1;40;94334;51;2;31;3
2021;2;3;43;59735;27;3;65;3
2021;3;3;5;5073;6;1;39;4
2021;2;2;43;208984;40;1;66;4
2020;2;2;28;392868;22;2;62;2
2021;4;4;30;514059;44;3;76;4
2020;4;4;23;275340;55;3;26;1
2022;1;2;25;421913;12;3;65;3
2022;4;3;6;593471;37;2;63;2
2022;4;1;34;98991;49;2;96;3
2022;4;4;15;584843;31;3;81;1
2022;4;2;33;79692;7;1;75;3
2021;4;2;18;235818;23;1;44;1
2021;3;4;8;312692;15;3;72;4
2020;4;1;2;363493;23;3;25;1
2022;3;1;44;576803;18;3;2;1
2021;1;1;41;384467;55;2;7;3
2021;3;3;14;570512;12;1;38;2
2021;1;1;48;409696;26;1;88;3
2021;3;4;15;570249;5;2;3;2
2022;4;3;17;554849;32;2;7;4
2021;4;3;28;466873;12;3;50;1
2022;4;3;40;192598;14;2;34;1
2021;4;4;3;146611;31;2;92;2
2020;1;3;25;177295;47;2;10;4
2020;1;2;14;86926;2;1;92;2
2021;4;3;18;44380;15;3;99;4
2022;2;3;45;566037;52;1;88;3
2022;2;4;13;190862;50;3;64;1
2021;1;1;12;90142;27;1;35;2
2020;1;4;11;36492;37;3;84;3
2020;1;1;18;525614;52;2;92;4
2020;2;2;3;129163;45;1;54;4
2020;2;4;43;272902;3;1;62;2
2022;4;3;29;558692;25;2;16;1
2022;2;3;6;433300;57;3;44;2
2020;4;2;11;349412;27;3;82;3
2022;4;1;45;240755;25;1;23;3
2021;3;4;7;530379;15;2;73;4
2021;2;1;35;548484;3;3;68;1
2022;2;3;18;535018;28;3;11;1
2020;2;1;39;246787;43;2;5;4
2021;4;3;22;308136;24;3;2;2
2020;2;3;7;118261;15;1;33;4
2020;1;1;17;338143;6;2;97;4
2020;1;4;38;583185;34;3;58;4
2021;2;2;11;353136;21;3;20;4
2022;1;3;15;391218;40;1;9;3
2020;1;4;37;269764;4;3;63;2
2020;4;2;23;534924;18;1;42;1
2022;1;4;15;91318;54;2;38;2
2022;2;3;20;186761;13;2;17;3
2020;3;4;7;212155;6;2;45;3
2021;1;2;2;289862;31;2;47;1
2022;4;1;25;295086;16;3;98;3
2022;2;1;45;545273;12;2;24;4
2022;4;2;28;312599;26;3;13;3
2020;3;3;11;538073;27;2;67;4
2022;1;3;22;422989;37;1;81;4
2022;3;4;21;398411;21;1;38;2
2021;1;2;28;498746;29;3;80;3
2020;4;3;50;134541;40;3;19;1
2021;2;4;50;458434;18;3;82;3
2021;2;1;50;484563;31;1;21;1
2020;2;4;43;66237;37;1;78;4
2022;4;3;6;280219;19;1;72;2
2020;4;4;2;204652;3;2;56;2
2021;2;1;33;552602;30;1;52;4
2021;1;3;35;183692;15;1;7;3
2022;3;4;18;366510;5;1;63;4
2020;4;3;50;12698;36;3;48;2
2022;1;4;14;572921;17;2;60;1
2021;2;2;38;383540;23;3;31;3
2020;2;1;45;395280;19;2;3;1
2022;4;3;15;546282;5;3;64;1
2021;2;2;10;574168;39;1;95;2
2021;4;3;16;401936;41;3;93;1
2020;1;1;17;303503;37;3;90;2
2022;1;1;6;298410;21;1;72;4
2021;3;4;37;234346;54;2;73;4
2020;2;2;33;354900;31;1;19;1
2021;1;1;10;368817;5;2;96;4
2021;3;2;42;119849;13;1;69;2
2020;3;1;14;480552;25;3;11;4
2021;1;4;43;100200;2;2;36;2
2020;3;2;37;515016;16;1;5;2
2022;3;3;45;396142;35;1;61;3
2021;3;1;19;477745;15;1;20;4
2020;4;1;21;556598;52;3;43;2
2020;1;3;7;572997;3;3;20;3
2021;4;2;17;541394;7;1;94;4
2021;1;4;19;546892;35;2;52;2
2021;3;2;49;404630;45;2;98;1
2021;4;4;23;335641;29;3;3;3
2022;4;1;45;514746;19;3;85;3
2020;3;4;29;477917;17;3;4;4
2020;3;3;45;63282;13;3;88;4
2021;1;3;3;376867;12;3;33;2
2021;4;4;47;129802;27;1;73;1
2020;3;1;2;178552;55;3;28;1
2020;3;3;10;365683;21;3;54;1
2022;2;2;38;598735;49;1;38;3
2020;4;2;41;228039;11;1;97;4
2020;3;4;30;239881;4;1;70;1
2020;1;3;28;378529;29;2;54;2
2020;4;3;14;585016;55;3;98;2
2021;2;3;17;522938;29;1;74;4
2021;1;2;8;481487;29;2;55;3
2022;3;2;37;574906;45;2;48;1
2020;3;3;14;244065;41;1;3;2
2020;3;2;17;236112;47;1;32;4
2022;2;1;20;101107;27;2;52;2
2021;3;3;12;352099;19;3;22;1
2022;4;3;10;37069;13;1;77;4
2020;4;4;27;132619;29;1;3;1
2021;4;1;50;45552;19;3;52;4
2022;2;2;30;191874;44;3;61;1
2021;1;2;41;58996;2;3;41;3
2022;3;2;22;444308;49;3;21;1
2020;4;3;18;265253;5;1;46;2
2022;4;2;43;151043;16;2;66;1
2020;2;4;27;339269;56;1;65;1
2020;1;4;33;216416;10;3;7;2
2020;4;1;44;349604;46;1;68;1
2021;1;4;2;264175;8;2;51;3
2021;4;1;4;207030;2;2;15;3
2022;3;3;42;578439;47;2;37;3
2021;2;3;34;404194;55;1;76;3
2020;3;4;31;48221;14;1;2;2
2020;1;4;18;64211;21;1;69;1
2020;2;2;30;428681;5;1;18;2
2020;3;2;40;516313;19;3;38;2
2020;2;4;31;155300;52;1;43;3
2022;3;3;21;31823;10;2;79;2
2021;1;2;16;120832;20;3;79;1
2021;1;3;47;22061;37;2;46;1
2020;1;4;1;74333;5;2;45;3
2020;1;3;30;595817;44;2;76;4
2021;2;4;38;521436;53;2;93;1
2022;1;1;25;548216;50;2;9;4
2021;3;3;9;222470;30;2;3;3
2021;4;4;46;42080;20;3;30;4
2020;4;4;25;196641;36;2;46;2
2021;3;1;24;582780;43;2;29;1
2022;1;1;3;311062;33;2;94;3
2021;3;4;3;598174;18;3;4;3
2021;1;3;46;58329;24;3;75;2
2022;2;3;18;422404;9;1;83;4
2022;2;4;4;456034;31;2;4;3
2022;4;4;23;181543;42;1;57;4
2020;2;3;29;225812;7;3;82;4
2021;2;2;42;187698;1;3;66;2
2021;2;2;31;59830;21;1;92;3
2022;3;1;2;320841;2;2;95;1
2020;1;4;8;566576;37;1;57;1
2022;2;4;37;538953;47;2;31;1
2022;1;1;21;49761;55;2;81;4
2020;4;4;3;38384;32;1;18;3
2021;1;1;19;362595;57;3;96;4
2021;4;1;17;153758;46;3;99;3
2022;4;1;46;201721;14;2;78;3
2021;4;3;17;194645;55;2;22;1
2020;3;1;31;77181;3;3;43;1
2020;4;3;18;129886;20;2;21;3
2022;4;4;48;475953;38;3;17;2
2020;4;1;42;11788;49;1;31;3
2020;3;3;25;167403;49;2;67;4
2022;3;3;10;481164;39;1;97;1
2020;4;4;41;74692;31;1;47;1
2020;3;3;24;199421;45;2;16;2
2022;4;2;3;37772;8;3;64;4
2021;4;1;22;328625;3;1;16;2
2021;4;1;11;233810;42;2;72;3
2022;4;2;33;598141;15;2;31;4
2020;4;4;8;556252;35;3;79;4
2021;4;3;28;387177;56;2;72;2
2022;1;2;4;530881;7;2;1;2
2020;3;1;40;146709;22;3;43;3
2022;2;4;43;253182;4;2;33;4
2022;2;2;34;65300;15;2;69;3
2020;3;3;49;200044;39;3;61;2
2020;1;4;28;568054;6;1;4;4
2021;1;3;30;135190;1;1;43;1
2020;1;2;28;515267;24;1;12;2
2021;3;2;31;98897;34;2;21;2
2022;2;1;7;447365;2;2;35;4
2020;2;3;1;169127;34;2;87;3
2021;4;1;24;328242;23;1;39;2
2021;2;4;37;263490;20;3;8;1
2022;1;2;11;365177;27;3;50;3
2020;3;2;26;129253;21;3;75;1
2022;4;2;3;189867;46;2;100;2
2021;3;3;31;421283;27;1;47;1
2022;2;4;15;275097;42;1;87;1
2021;1;1;41;233870;54;2;80;2
2020;3;2;11;393261;40;3;23;4
2022;4;1;22;327638;15;3;69;2
2020;2;3;8;149877;22;1;17;1
2021;2;3;37;263845;31;3;63;1
2022;1;4;11;40917;30;1;69;2
2021;1;3;35;244800;39;1;82;4
2022;3;3;47;29940;31;2;49;4
2021;1;4;39;246690;41;2;79;1
2020;3;1;30;537498;8;1;13;2
2022;1;3;29;389998;26;1;26;2
2020;1;3;48;305136;15;3;78;4
2022;1;4;49;314203;15;2;93;1
2022;2;2;18;310915;15;3;15;2
2021;1;1;17;249719;26;1;76;2
2022;3;1;34;98763;16;1;69;2
2021;4;4;48;128901;28;3;35;3
2022;3;4;42;34815;10;1;41;4
2022;4;1;24;543318;27;2;46;4
2022;2;1;48;504210;52;1;72;1
2021;1;1;8;159828;54;3;57;2
2020;1;4;3;256174;33;1;90;2
2021;4;3;8;10093;2;2;13;3
2020;3;3;18;315216;43;3;64;1
2020;4;1;35;336045;41;3;73;1
2021;2;2;43;265500;9;3;88;4
2020;4;3;13;333416;50;2;66;1
2022;2;3;4;598841;50;1;1;4
2022;4;4;15;499087;21;3;52;1
2022;2;2;29;507579;26;3;26;4
2020;4;2;39;444372;22;2;66;4
2020;3;2;14;81121;20;1;10;1
2020;2;4;11;363681;28;3;1;1
2022;3;1;7;179056;40;3;20;1
2021;2;1;20;413908;46;2;67;2
2022;2;1;18;242036;41;1;3;2
2020;2;2;12;246212;55;2;72;1
2021;4;4;10;179764;16;2;46;1
2022;4;2;8;57715;1;3;86;4
2020;4;4;22;172119;16;1;91;4
2020;3;2;38;328655;25;1;79;1
2022;3;2;47;410581;13;1;99;4
2021;1;3;47;502043;35;2;90;3
2022;2;2;50;502852;36;2;69;2
2021;4;3;41;585520;16;3;98;4
2022;3;1;18;593655;38;2;8;3
2020;2;2;42;37675;14;3;42;1
2020;4;1;23;124308;45;2;33;1
2020;4;2;39;110027;13;3;13;2
2021;4;4;13;19679;9;1;63;4
2022;4;2;20;258183;5;2;46;1
2021;3;3;42;371732;53;1;4;2
2021;1;1;13;246005;52;1;49;3
2020;4;1;18;29251;18;2;68;2
2020;2;2;25;260330;50;1;78;1
2021;4;2;50;526367;16;3;98;3
2020;4;2;21;177600;6;1;77;4
2021;3;2;14;363810;14;3;54;1
2022;1;3;31;454349;45;3;21;1
2022;3;2;8;63130;53;1;75;3
2021;4;1;23;65041;40;3;52;2
2022;3;1;41;558811;5;3;85;3
2022;4;2;35;202882;12;3;89;3
2022;4;4;27;575022;4;3;88;1
2021;1;4;8;488112;18;3;84;2
2022;3;2;38;503817;7;2;70;4
2022;3;2;11;443377;26;3;53;2
2022;2;1;26;556228;37;3;82;1
2020;4;2;26;117767;35;2;62;3
2022;2;1;7;414423;5;1;62;3
2021;3;4;28;175124;44;3;42;4
2022;1;3;4;382273;54;2;68;3
2020;2;4;7;581835;41;1;64;3
2021;2;4;22;168110;44;2;98;2
2022;3;3;34;224017;10;1;6;4
2021;4;3;43;596004;51;2;62;2
2020;4;3;13;57261;3;2;94;4
2020;2;4;18;467477;11;1;32;4
2020;3;1;32;567881;51;2;59;1
2020;2;4;40;38846;36;1;96;2
2021;4;4;29;299827;27;2;97;3
2021;4;2;25;421269;17;2;97;4
2022;1;1;19;463620;19;3;46;3
2021;3;4;47;85297;29;2;95;3
2020;4;1;44;348379;12;3;94;3
2020;2;1;14;324054;35;3;74;2
2022;3;2;50;62599;49;3;70;2
2020;1;1;19;112652;42;1;38;1
2022;4;2;49;77282;46;2;6;4
2020;2;4;49;115761;26;2;23;4
2022;2;4;9;215379;7;1;10;1
2022;2;2;38;492619;5;2;57;3
2022;4;4;46;375726;50;2;72;2
2020;3;2;28;234165;48;2;55;3
2020;1;4;24;7132;30;1;18;2
2020;4;4;39;599075;14;2;27;2
2020;4;3;32;361560;52;2;84;2
2020;1;4;10;206876;12;1;7;4
2022;1;4;12;505084;46;1;6;3
2021;4;3;8;360031;10;1;29;4
2022;4;3;9;505348;36;3;89;4
2021;2;2;10;495665;13;2;79;4
2021;2;2;24;451576;2;3;58;3
2022;3;3;49;451520;7;2;4;3
2021;4;3;26;199109;11;1;7;2
2020;1;1;13;66108;49;1;77;4
2020;2;4;23;342835;16;2;86;2
2021;3;4;23;12940;9;2;38;3
2021;1;3;19;521493;26;3;84;2
2022;4;2;18;373120;54;3;88;2
2020;1;3;42;388124;24;1;64;1
2021;4;4;30;441053;17;3;17;4
2021;2;2;29;30839;36;3;82;1
2020;4;1;12;271469;49;1;82;2
2020;4;4;12;306765;4;1;38;2
2021;3;2;1;101421;35;2;56;2
2022;2;4;39;120537;32;3;45;4
2021;2;4;3;11364;40;1;77;4
2021;2;2;37;571855;39;3;23;3
2021;4;1;9;117287;26;3;55;3
2020;2;1;22;511946;44;2;72;3
2020;4;2;45;227248;48;2;95;3
2021;4;3;24;216384;53;2;31;3
